date,as_of_date,scenario_id,alias,capital_brl,market_state,driver_regime,driver_confidence_score,driver_gross_exposure,recommended_mode,order_count,fill_count,selected_assets,target_weights_json,notes
2025-01-16,2025-01-16,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-17,2025-01-17,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.9375,ataque,1,1,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-20,2025-01-20,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.9375,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-21,2025-01-21,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.915,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-22,2025-01-22,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-23,2025-01-23,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-24,2025-01-24,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-27,2025-01-27,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-28,2025-01-28,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,2,2,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-29,2025-01-29,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-30,2025-01-30,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,1,1,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-01-31,2025-01-31,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-03,2025-02-03,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,0.97,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-04,2025-02-04,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,1.0,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-05,2025-02-05,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-06,2025-02-06,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-07,2025-02-07,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.95,1.0,proteção,5,5,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-02-10,2025-02-10,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-02-11,2025-02-11,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.95,1.0,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-02-12,2025-02-12,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,1.0,ataque,5,5,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-13,2025-02-13,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-14,2025-02-14,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.95,1.0,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-17,2025-02-17,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8890625,0.778125,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-18,2025-02-18,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-19,2025-02-19,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-20,2025-02-20,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-21,2025-02-21,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-24,2025-02-24,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-25,2025-02-25,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-26,2025-02-26,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778125,0.755625,ataque,2,2,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-02-27,2025-02-27,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778125,0.755625,proteção,5,5,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-02-28,2025-02-28,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-03,2025-03-03,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778125,0.755625,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-04,2025-03-04,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-05,2025-03-05,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-06,2025-03-06,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-07,2025-03-07,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-10,2025-03-10,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-11,2025-03-11,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778124999999999,0.7556249999999999,ataque,5,5,"BTC-USD,ITUB4.SA,PETR4.SA,ETH-USD,B3SA3.SA","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-03-12,2025-03-12,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778124999999999,0.7556249999999999,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-03-13,2025-03-13,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778124999999999,0.7556249999999999,ataque,1,1,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-03-14,2025-03-14,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,5,5,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-17,2025-03-17,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-18,2025-03-18,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-19,2025-03-19,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-20,2025-03-20,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-21,2025-03-21,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-24,2025-03-24,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-03-25,2025-03-25,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778124999999999,0.7556249999999999,ataque,5,5,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-03-26,2025-03-26,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778124999999999,0.7556249999999999,ataque,0,0,"BTC-USD,ITUB4.SA,PETR4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-03-27,2025-03-27,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778124999999999,0.7556249999999999,ataque,0,0,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-03-28,2025-03-28,hephaestus_10000,Hephaestus,10000.0,balanced,transition,0.8778124999999999,0.7556249999999999,ataque,1,1,"BTC-USD,PETR4.SA,ITUB4.SA,B3SA3.SA,ETH-USD","{""B3SA3.SA"": 0.1, ""BTC-USD"": 0.2, ""CASH-BRL"": 0.3, ""ETH-USD"": 0.1, ""ITUB4.SA"": 0.15, ""PETR4.SA"": 0.15}",Transition pede postura intermediária. | Tickers sem preço válido caíram para caixa: VALE3.SA
2025-03-31,2025-03-31,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,5,5,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-01,2025-04-01,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-02,2025-04-02,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-03,2025-04-03,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-04,2025-04-04,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-07,2025-04-07,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-08,2025-04-08,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-09,2025-04-09,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-10,2025-04-10,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.5028125,0.005624999999999991,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
2025-04-11,2025-04-11,hephaestus_10000,Hephaestus,10000.0,defense,stress,0.8778124999999999,0.7556249999999999,proteção,0,0,,"{""CASH-BRL"": 1.0}","Mercado em proteção, vigilância ruim ou stress estrutural."
